Video_ID	Majority_Voting	Label	Target_Victimg	Componentg	Duration
acsvIrAkjSw	Normal	['Normal', 'Normal']	[]	[]	[]
mT9XGmzb8Q0	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript', 'Metadata', 'Vision component']	[(0, 37)]
h-T7n3bg3II	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript', 'Metadata']	[(1, 4)]
Ms_qU0sGbOg	Normal	['Normal', 'Normal']	[]	[]	[]
aJkRFyyZ0x4	Offensive	['Normal', 'Offensive', 'Offensive']	['Woman']	['Vision component', 'Metadata']	[(1, 8)]
n6YTbpnaLnA	Normal	['Normal', 'Normal']	[]	[]	[]
TmdUQEkgO_w	Normal	['Normal', 'Normal']	[]	[]	[]
Q71Q2KAVfCI	Normal	['Normal', 'Normal']	[]	[]	[]
ZAKqmNu6me0	Normal	['Normal', 'Normal']	[]	[]	[]
I6BFT83wAUg	Normal	['Normal', 'Counter Narrative']	[]	[]	[]
YNf2tZgh4WM	Hateful	['Hateful', 'Hateful']	['LGBTQ', 'Man']	['Transcript', 'Audio', 'Metadata']	[(1, 51)]
Nlj1oFJQ6OY	Normal	['Normal', 'Normal']	[]	[]	[]
hdwHZQck-a8	Normal	['Normal', 'Normal']	[]	[]	[]
tEjo0caOYFc	Normal	['Normal', 'Normal']	[]	[]	[]
p1TRuS3zDa0	Offensive	['Counter Narrative', 'Offensive', 'Offensive']	['LGBTQ', 'Man']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(0, 39)]
vvqMoeAPhn4	Offensive	['Normal', 'Offensive', 'Offensive']	['Man']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(1, 11)]
KkVOBnyy0v8	Normal	['Normal', 'Normal']	[]	[]	[]
UZNQGQviDYI	Normal	['Normal', 'Normal']	[]	[]	[]
KGwa8mZkPg0	Hateful	['Hateful', 'Offensive', 'Hateful']	['Woman', 'Man']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(10, 33)]
0q1PET_IDGc	Normal	['Normal', 'Offensive', 'Normal']	[]	['Metadata']	[(0, 4)]
AGc1co-qk_4	Normal	['Normal', 'Normal']	[]	[]	[]
6YAkk99MH7Y	Offensive	['Offensive', 'Offensive']	[]	['Transcript']	[(5, 35)]
HShq6I_t_3M	Normal	['Normal', 'Normal']	[]	[]	[]
EuGF6X7Jsb8	Normal	['Normal', 'Normal']	[]	[]	[]
4BkwQWsVgGg	Offensive	['Offensive', 'Normal', 'Offensive']	['Woman']	['Transcript', 'Metadata']	[(5, 50)]
Cmj0CtsEEdU	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript']	[(16, 20)]
g-MEsUQ8CI4	Normal	['Normal', 'Normal']	[]	[]	[]
L4jWjeq0P30	Normal	['Normal', 'Normal']	[]	[]	[]
yiRMFLbRabg	Normal	['Normal', 'Normal']	[]	[]	[]
4zro4VEcY4A	Normal	['Normal', 'Normal']	[]	[]	[]
XeROfeXGs_E	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
nJM7eyLW0QE	Normal	['Normal', 'Normal']	[]	[]	[]
gfjM6wiUppo	Normal	['Normal', 'Counter Narrative']	[]	[]	[]
ZOIF6HGRu0A	Normal	['Normal', 'Normal']	[]	[]	[]
FrC1Eyyklck	Normal	['Normal', 'Normal']	[]	[]	[]
r9qV2z0JciI	Normal	['Normal', 'Normal']	[]	[]	[]
j-cUTF18bEg	Normal	['Normal', 'Normal']	[]	[]	[]
BTq7E17OebY	Normal	['Normal', 'Normal']	[]	[]	[]
mh1RmfccGfo	Normal	['Normal', 'Normal']	[]	[]	[]
dzL9ula0pqU	Offensive	['Offensive', 'Offensive']	['Man']	['Metadata']	[]
RMT7nUmAQnY	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
VyuyhTiWimA	Normal	['Normal', 'Normal']	[]	[]	[]
9D2OUn0xaZ0	Normal	['Normal', 'Normal']	[]	[]	[]
fBBmMOfQXw8	Normal	['Normal', 'Normal']	[]	[]	[]
TdoMUnQVem4	Normal	['Normal', 'Normal']	[]	[]	[]
tuaHPvzQmgM	Offensive	['Offensive', 'Offensive']	[]	['Transcript']	[(10, 22)]
ynwj6N6ETqo	Offensive	['Offensive', 'Counter Narrative', 'Offensive']	['Woman']	['Transcript', 'Audio', 'Vision component']	[(1, 35)]
oPDUomtm2Zk	Normal	['Normal', 'Normal']	[]	[]	[]
I8RIc8l86Gs	Normal	['Normal', 'Normal']	[]	[]	[]
Dn53NIFuIvc	Normal	['Offensive', 'Normal', 'Normal']	['Woman']	['Transcript', 'Audio', 'Metadata']	[]
ojhQmOXvwPE	Normal	['Normal', 'Normal']	[]	[]	[]
92uVzchnUSE	Normal	['Normal', 'Normal']	[]	[]	[]
R00SubUJkoI	Normal	['Normal', 'Hateful', 'Counter Narrative']	['Man']	['Transcript']	[(0, 15)]
BvTG2iZplew	Offensive	['Counter Narrative', 'Offensive', 'Offensive']	['Woman']	['Vision component']	[(3, 24)]
uJGLauZ9xwg	Offensive	['Offensive', 'Offensive']	['Firefighter', 'firefighters']	['Vision component', 'Transcript', 'Metadata']	[(0, 60)]
YW3EBhwwFzA	Normal	['Normal', 'Normal']	[]	[]	[]
mRCN4sLHUn0	Offensive	['Offensive', 'Offensive']	[]	['Transcript']	[(1, 11)]
GpbG1bVa8ks	Normal	['Normal', 'Normal']	[]	[]	[]
2AwE3llMDSw	Offensive	['Offensive', 'Offensive']	['Woman']	['Metadata']	[(1, 5)]
BvJmlxx4Tlc	Normal	['Normal', 'Offensive', 'Normal']	['Police']	['Transcript', 'Audio']	[]
Omd7eBhSsvQ	Normal	['Normal', 'Normal']	[]	[]	[]
45BbYviR05s	Normal	['Normal', 'Normal']	[]	[]	[]
CC5pGVtt8Hc	Normal	['Normal', 'Normal']	[]	[]	[]
Y820o0dsEHM	Offensive	['Offensive', 'Offensive']	['Man']	['Metadata']	[]
XI60jkDRwvA	Normal	['Normal', 'Normal']	[]	[]	[]
9b1WF9eFPR8	Offensive	['Offensive', 'Offensive']	[]	['Transcript', 'Vision component']	[(1, 51)]
h2avBqqXTK4	Normal	['Normal', 'Normal']	[]	[]	[]
7iWKZEvbwL8	Normal	['Normal', 'Normal']	[]	[]	[]
tldVobkLUI8	Normal	['Normal', 'Normal']	[]	[]	[]
CwFnAXuPLGA	Normal	['Normal', 'Normal']	[]	[]	[]
MPm_98rJOuM	Offensive	['Offensive', 'Normal', 'Offensive']	[]	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(14, 17)]
KIUtGQH3ZDc	Normal	['Normal', 'Normal']	[]	[]	[]
3Li2uRDDywQ	Offensive	['Offensive', 'Offensive']	[]	['Transcript']	[(0, 5)]
-vMmCsaazR8	Offensive	['Offensive', 'Counter Narrative', 'Offensive']	['Woman']	['Transcript', 'Audio']	[(1, 59)]
rbM5rkHdorc	Normal	['Normal', 'Normal']	[]	[]	[]
MnLng0Sop2M	Normal	['Normal', 'Normal']	[]	[]	[]
RfYKpbtEsSw	Hateful	['Offensive', 'Hateful', 'Hateful']	['LGBTQ']	['Transcript', 'Audio', 'Metadata']	[(0, 43)]
I0cxV-KxvRM	Normal	['Normal', 'Normal']	[]	[]	[]
tenwWTmdRrg	Normal	['Normal', 'Normal']	[]	[]	[]
eHqtB-7nJQk	Normal	['Normal', 'Normal']	[]	[]	[]
R_l5fdciNiM	Normal	['Normal', 'Normal']	[]	[]	[]
uUfCMetfeCg	Normal	['Normal', 'Normal']	[]	[]	[]
czJc7Oo_mcQ	Normal	['Normal', 'Normal']	[]	[]	[]
aI2PteS3QDk	Normal	['Normal', 'Normal']	[]	[]	[]
7U6KgRTPi3Q	Offensive	['Offensive', 'Normal', 'Offensive']	['Woman', 'asian', 'Man']	['Transcript', 'Audio', 'Metadata']	[(10, 13), (24, 33)]
FRnejTNX73g	Hateful	['Offensive', 'Hateful', 'Hateful']	['LGBTQ']	['Transcript', 'Audio', 'Metadata']	[(0, 4)]
0S5FZW0pFRs	Normal	['Normal', 'Normal']	[]	[]	[]
OC7D6mi_Dao	Offensive	['Offensive', 'Offensive']	['LGBTQ']	['Transcript', 'Audio']	[(19, 22)]
A_K23161zDo	Normal	['Normal', 'Normal']	[]	[]	[]
W6VOTWg-i4U	Normal	['Normal', 'Normal']	[]	[]	[]
pzXX4LUKO_U	Hateful	['Offensive', 'Hateful', 'Hateful']	['LGBTQ']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(0, 28)]
xxVA9m73dmU	Offensive	['Offensive', 'Offensive']	[]	['Transcript', 'Audio', 'Metadata']	[(1, 5)]
P2tWL5sOAGM	Offensive	['Normal', 'Offensive', 'Offensive']	['Man']	['Transcript', 'Metadata', 'Vision component']	[(0, 44)]
fbUFncl8oGA	Offensive	['Normal', 'Offensive', 'Offensive']	['Man']	['Transcript']	[(1, 38)]
FV3tM2XX4Qo	Hateful	['Hateful', 'Hateful']	['Woman', 'Asian']	['Transcript']	[(1, 12)]
5q5JviSnukI	Normal	['Normal', 'Normal']	[]	[]	[]
yHJ66Appkm8	Normal	['Normal', 'Offensive', 'Normal']	['Man']	['Metadata', 'Vision component']	[(0, 11)]
BrtS_6vHPz4	Offensive	['Offensive', 'Offensive']	['LGBTQ']	['Audio', 'Vision component']	[(1, 58)]
EAzcjDSPYAc	Normal	['Normal', 'Normal']	[]	[]	[]
GhSl8X9nYQY	Normal	['Normal', 'Normal']	[]	[]	[]
OuFVgVo43Do	Normal	['Normal', 'Normal']	[]	[]	[]
7Gqgbj9mIH4	Normal	['Normal', 'Normal']	[]	[]	[]
znuUJ_06V-Q	Normal	['Normal', 'Normal']	[]	[]	[]
EditcOVg6kc	Normal	['Normal', 'Normal']	[]	[]	[]
FpONjY0jWE0	Offensive	['Offensive', 'Offensive']	['Children']	['Transcript', 'Audio']	[(1, 37)]
1oEQlFqed8I	Normal	['Offensive', 'Normal', 'Normal']	['Deaf']	['Transcript', 'Audio', 'Metadata']	[]
aY7XU37Ate4	Normal	['Normal', 'Normal']	[]	[]	[]
ISBGfgYfinI	Normal	['Normal', 'Normal']	[]	[]	[]
Fi_y9rcKaXE	Normal	['Normal', 'Normal']	[]	[]	[]
ZGyNjEwQSTw	Normal	['Normal', 'Normal']	[]	[]	[]
hClEHWsv9Hk	Normal	['Normal', 'Normal']	[]	[]	[]
xVFcng2Y-cc	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript', 'Metadata']	[(1, 53)]
11dBwxuAA_A	Normal	['Normal', 'Normal']	[]	[]	[]
VeugKgvAd9I	Normal	['Normal', 'Normal']	[]	[]	[]
TOM2nvEOLFc	Normal	['Normal', 'Normal']	[]	[]	[]
x5lljednNDU	Normal	['Normal', 'Normal']	[]	[]	[]
MafAV_qxoBI	Hateful	['Hateful', 'Hateful']	['Migrant']	['Transcript', 'Vision component']	[(1, 57)]
1Dpv_CJsa-g	Normal	['Normal', 'Normal']	[]	[]	[]
TRFp4a4lD0o	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman']	['Metadata']	[]
1Iwvjy1coBQ	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman', 'Man']	['Transcript', 'Audio', 'Metadata']	[(10, 58)]
NCTbu-kkge8	Normal	['Normal', 'Normal']	[]	[]	[]
L3mWNjVezJU	Normal	['Normal', 'Normal']	[]	[]	[]
IdPqOFapPB8	Normal	['Normal', 'Normal']	[]	[]	[]
1NcYq-8dalM	Normal	['Normal', 'Normal']	[]	[]	[]
tBe1xOgqAMY	Normal	['Normal', 'Normal']	[]	[]	[]
P_QohCDBdwU	Normal	['Normal', 'Normal']	[]	[]	[]
YGMvfNIIL7A	Hateful	['Counter Narrative', 'Hateful', 'Hateful']	['Woman', 'Asian']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(4, 5), (7, 9), (12, 14), (19, 34), (45, 59)]
U8BAidGbpTc	Normal	['Normal', 'Normal']	[]	[]	[]
MNYWTjtxPlQ	Hateful	['Hateful', 'Offensive', 'Hateful']	['Woman']	['Vision component', 'Transcript', 'Metadata']	[(0, 60)]
Bv7x-jcQoH0	Normal	['Normal', 'Offensive', 'Normal']	[]	['Transcript']	[(7, 10)]
0KbLMxZV92Y	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript']	[(33, 37)]
5zmsggoz9SU	Normal	['Normal', 'Normal']	[]	[]	[]
8gdkfUP_UlI	Normal	['Normal', 'Normal']	[]	[]	[]
k3z2jLnSaOo	Normal	['Normal', 'Normal']	[]	[]	[]
Mqq5JiYQI04	Hateful	['Offensive', 'Hateful', 'Hateful']	['Woman', 'Man']	['Transcript', 'Metadata', 'Vision component']	[(1, 22)]
lvVTj_d-9ZI	Normal	['Normal', 'Normal']	[]	[]	[]
Tc20odJbbOc	Normal	['Normal', 'Normal']	[]	[]	[]
ZCgzPvcUdsk	Normal	['Normal', 'Normal']	[]	[]	[]
THSCStmcjLE	Normal	['Normal', 'Normal']	[]	[]	[]
jVDnJ828G6I	Offensive	['Offensive', 'Offensive']	['Woman', 'Man']	['Vision component']	[(0, 46)]
NQV9x-Z92tQ	Normal	['Normal', 'Normal']	[]	[]	[]
9bNH5IkY5LM	Offensive	['Normal', 'Offensive', 'Offensive']	['Woman']	['Metadata']	[]
Hd9ebI66Quw	Normal	['Normal', 'Normal']	[]	[]	[]
1lw5iOUTf80	Normal	['Normal', 'Normal']	[]	[]	[]
KGciYuJW-uQ	Offensive	['Normal', 'Offensive', 'Offensive']	['Woman']	['Transcript']	[(1, 12)]
_0Y7PNNHGYU	Normal	['Normal', 'Normal']	[]	[]	[]
khdx6Crc168	Normal	['Normal', 'Normal']	[]	[]	[]
aB6XKqhRvsc	Offensive	['Offensive', 'Offensive']	[]	['Transcript', 'Audio', 'Metadata']	[(7, 14)]
sNrEAWcpbEk	Normal	['Normal', 'Normal']	[]	[]	[]
8tFwJcTykaY	Normal	['Normal', 'Normal']	[]	[]	[]
Uc7kp53sL28	Hateful	['Hateful', 'Offensive', 'Hateful']	['Woman', 'Black']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(1, 15)]
HtgpQAqLgFs	Hateful	['Hateful', 'Hateful']	['Woman']	['Transcript']	[(0, 57)]
f5gGCRHKQIg	Offensive	['Offensive', 'Offensive']	['Woman', 'prostitutes', 'Prostitues']	['Vision component', 'Transcript', 'Audio', 'Metadata']	[(10, 28)]
CWqz1PooWi4	Normal	['Normal', 'Normal']	[]	[]	[]
w8F9Nma-gpg	Hateful	['Counter Narrative', 'Hateful', 'Hateful']	['Woman', 'Man']	['Metadata', 'Vision component']	[(0, 11)]
RAJzeOR0Lpc	Offensive	['Offensive', 'Offensive']	['Man']	['Transcript', 'Metadata']	[(1, 36)]
7AtxFixKvkY	Normal	['Normal', 'Normal']	[]	[]	[]
46rQ9lkI77o	Hateful	['Hateful', 'Hateful']	['LGBTQ', 'Man']	['Transcript', 'Audio', 'Metadata']	[(0, 30)]
cQcQuX8TVwc	Normal	['Normal', 'Normal']	[]	[]	[]
Tdgsz72XAAo	Normal	['Normal', 'Normal']	[]	[]	[]
PbAnl5hzhVw	Normal	['Normal', 'Normal']	[]	[]	[]
368Yjs36K8g	Offensive	['Counter Narrative', 'Offensive', 'Offensive']	['Woman', 'Man']	['Vision component', 'Transcript', 'Metadata']	[(1, 15)]
d6ZHui-RYOg	Normal	['Normal', 'Normal']	[]	[]	[]
OoiieqpVdnw	Normal	['Normal', 'Normal']	[]	[]	[]
iDhEYQmyAlM	Normal	['Normal', 'Normal']	[]	[]	[]
o2ow7ow4U8s	Offensive	['Offensive', 'Offensive']	['Woman']	['Metadata', 'Audio', 'Vision component']	[(0, 15)]
TGsPi247Zqg	Normal	['Normal', 'Normal']	[]	[]	[]
hcT_icMFNDo	Normal	['Normal', 'Normal']	[]	[]	[]
H26h1z3AIC0	Hateful	['Hateful', 'Hateful']	['LGBTQ']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(0, 26)]
N7Lh2YB5Qk8	Normal	['Normal', 'Normal']	[]	[]	[]
kausC0Rtr30	Normal	['Normal', 'Normal']	[]	[]	[]
bgpy-4F8ixM	Normal	['Normal', 'Normal']	[]	[]	[]
YOfYdXIlOX8	Normal	['Normal', 'Normal']	[]	[]	[]
UWoGy468-m4	Normal	['Normal', 'Normal']	[]	[]	[]
My5PVJLP6Bg	Offensive	['Offensive', 'Offensive']	['Woman', 'Survivors of sexual abuse']	['Metadata', 'Vision component']	[(0, 44)]
RXySlp7-Crk	Normal	['Normal', 'Normal']	[]	[]	[]
3g_W_0QN7ns	Offensive	['Offensive', 'Offensive']	['Man']	['Transcript', 'Audio', 'Vision component']	[(1, 18)]
fKDOZzX32t0	Normal	['Normal', 'Normal']	[]	[]	[]
QVADhddHcr0	Normal	['Normal', 'Normal']	[]	[]	[]
t4WDNF0H4J4	Normal	['Normal', 'Normal']	[]	[]	[]
qe2sOu2Eq14	Offensive	['Offensive', 'Offensive']	[]	['Metadata']	[]
7SiFD5FMDhY	Hateful	['Hateful', 'Hateful']	['Black', 'Man']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(15, 53)]
JdAJIQxJUZo	Normal	['Normal', 'Normal']	[]	[]	[]
NRFsn9h5VBo	Normal	['Normal', 'Normal']	[]	[]	[]
cdTnicui088	Normal	['Normal', 'Normal']	[]	[]	[]
T3uOWb9Chd4	Normal	['Normal', 'Normal']	[]	[]	[]
gU1kdxnJKdw	Normal	['Normal', 'Normal']	[]	[]	[]
K7BfqS8_yAc	Normal	['Normal', 'Normal']	[]	[]	[]
Thyq7p4af4k	Offensive	['Offensive', 'Offensive']	['prostitute', 'Woman', 'Mom']	['Transcript', 'Audio', 'Metadata']	[(0, 15)]
RYPFai_OtnI	Normal	['Normal', 'Normal']	[]	[]	[]
-bEJl9j0eNQ	Normal	['Normal', 'Normal']	[]	[]	[]
sPkWqmTT3d8	Normal	['Normal', 'Normal']	[]	[]	[]
QvPp8Q7QhWE	Offensive	['Offensive', 'Offensive']	['Woman', 'Man']	['Audio', 'Metadata']	[(17, 20)]
JqFZcFDCZyQ	Offensive	['Offensive', 'Offensive']	['LGBTQ']	['Transcript', 'Audio', 'Vision component']	[(43, 60)]
GeBLF5AENcI	Normal	['Normal', 'Normal']	[]	[]	[]
wCj0lPSg1Uc	Offensive	['Hateful', 'Offensive', 'Offensive']	['LGBTQ', 'Man']	['Metadata']	[]
euHbI8Wcmik	Normal	['Normal', 'Normal']	[]	[]	[]
HWG0MQsBjIg	Normal	['Normal', 'Normal']	[]	[]	[]
ZpmlKZfrRDU	Offensive	['Offensive', 'Offensive']	['Woman']	['Metadata']	[]
MJJs3rkfaOc	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
Y7SnO8XKvik	Normal	['Normal', 'Counter Narrative']	[]	[]	[]
bnk5gc8_TEc	Normal	['Normal', 'Normal']	[]	[]	[]
qtsXdG0wPyY	Normal	['Normal', 'Normal']	[]	[]	[]
RE0aIBsFzKA	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
dd9Qx5WDKvg	Normal	['Normal', 'Normal']	[]	[]	[]
g3sjNzCJO74	Offensive	['Offensive', 'Offensive']	[]	['Transcript']	[(0, 3)]
Hr7GRZb5iIU	Normal	['Normal', 'Normal']	[]	[]	[]
de4NWDu3GeY	Normal	['Normal', 'Normal']	[]	[]	[]
9FCZvqiCPaY	Offensive	['Offensive', 'Offensive']	[]	['Transcript', 'Metadata']	[(1, 38)]
5VisVz27rm0	Normal	['Normal', 'Normal']	[]	[]	[]
-tM2hrqdREQ	Normal	['Normal', 'Normal']	[]	[]	[]
U1RWRsmPCcg	Offensive	['Hateful', 'Normal', 'Offensive', 'Offensive']	['LGBTQ']	['Transcript', 'Audio', 'Vision component']	[(20, 34)]
k9E_ymKq-c4	Normal	['Normal', 'Normal']	[]	[]	[]
sjCFO94p1Lk	Normal	['Normal', 'Normal']	[]	[]	[]
M-HSCFDUOGY	Hateful	['Hateful', 'Offensive', 'Hateful']	['Woman', 'Man']	['Transcript', 'Metadata', 'Vision component']	[(0, 21)]
ZwlNcvC2EbA	Normal	['Normal', 'Normal']	[]	[]	[]
MZFOUge3kM0	Offensive	['Offensive', 'Offensive']	['Woman']	['Metadata']	[]
DQHLqVi9guE	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(0, 13)]
-r_-_tSd30g	Normal	['Normal', 'Normal']	[]	[]	[]
-wrkLbbsh3Y	Normal	['Counter Narrative', 'Normal']	[]	[]	[]
URI5BUQYpPk	Normal	['Normal', 'Normal']	[]	[]	[]
LsKG5mcd6Go	Normal	['Normal', 'Normal']	[]	[]	[]
K8rfVDUwbNA	Normal	['Normal', 'Normal']	[]	[]	[]
SndcsW7GrJY	Normal	['Normal', 'Normal']	[]	[]	[]
8Pim0TnLQDQ	Offensive	['Offensive', 'Offensive']	['Woman']	['Metadata', 'Vision component']	[(0, 29)]
lGRlXJZeOWc	Offensive	['Hateful', 'Offensive', 'Offensive']	['LGBTQ', 'Man']	['Vision component', 'Transcript', 'Audio', 'Metadata']	[(0, 11)]
PaPyby_xXFQ	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript', 'Audio', 'Vision component']	[(1, 16)]
GgZBFhWbyiA	Normal	['Normal', 'Normal']	[]	[]	[]
viE5xqixMzw	Offensive	['Offensive', 'Counter Narrative', 'Offensive']	['Woman']	['Transcript']	[(1, 55)]
s_pbSEKKse0	Normal	['Normal', 'Normal']	[]	[]	[]
WgqaN-Dm3LQ	Hateful	['Hateful', 'Offensive', 'Hateful']	['Man']	['Vision component', 'Transcript', 'Audio', 'Metadata']	[(1, 21)]
cvISsZA2RHc	Normal	['Normal', 'Normal']	[]	[]	[]
GCTnb9sES5E	Normal	['Normal', 'Normal']	[]	[]	[]
6ARA-oI2RXA	Normal	['Normal', 'Normal']	[]	[]	[]
r0jg3pdXQFA	Normal	['Normal', 'Normal']	[]	[]	[]
xmbRep5n97g	Normal	['Normal', 'Normal']	[]	[]	[]
sh_2sQJwtMk	Offensive	['Offensive', 'Offensive']	['Christian']	['Vision component']	[(0, 15)]
jOyBv0jzfp8	Normal	['Normal', 'Normal']	[]	[]	[]
M1keacZWdEo	Hateful	['Normal', 'Hateful', 'Hateful']	['Woman']	['Transcript', 'Metadata', 'Audio', 'Vision component']	[(1, 19)]
b71aLLcyO-E	Normal	['Normal', 'Normal']	[]	[]	[]
EaNpusPfOOw	Normal	['Normal', 'Normal']	[]	[]	[]
0KUorONDAkg	Offensive	['Hateful', 'Offensive', 'Offensive']	['Woman']	['Transcript', 'Metadata', 'Vision component']	[(0, 5)]
lZi9C8xQyWU	Normal	['Normal', 'Normal']	[]	[]	[]
gnJ9_iricSo	Normal	['Normal', 'Normal']	[]	[]	[]
DTcm4d7S4Fs	Offensive	['Offensive', 'Offensive']	[]	['Transcript', 'Audio', 'Metadata']	[(1, 53)]
vsO1iq-tHlE	Normal	['Normal', 'Normal']	[]	[]	[]
iGcImKmRT3c	Normal	['Normal', 'Normal']	[]	[]	[]
Xc9xcAuyvos	Normal	['Normal', 'Normal']	[]	[]	[]
5pURKyb6GXY	Normal	['Normal', 'Normal']	[]	[]	[]
uP_UT10_WHM	Offensive	['Counter Narrative', 'Offensive', 'Offensive']	['Woman', 'Italian']	['Transcript']	[(10, 12), (27, 30), (35, 47)]
HvcCqislCus	Normal	['Normal', 'Normal']	[]	[]	[]
J16NDM-YPk4	Normal	['Normal', 'Normal']	[]	[]	[]
xdEAfNB7gT4	Offensive	['Offensive', 'Offensive']	['Woman']	['Transcript', 'Metadata', 'Vision component']	[(0, 9)]
3ztVjk8JFQU	Normal	['Normal', 'Normal']	[]	[]	[]
S-VfGlPZQj0	Normal	['Normal', 'Normal']	[]	[]	[]
Or9QD-elJws	Normal	['Normal', 'Normal']	[]	[]	[]
xaSV0H082RM	Normal	['Normal', 'Normal']	[]	[]	[]
